date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2001-03-23,87,0,7.7,-0.8,70,13,6.8,0.4
2001-03-24,40,0,2.3,-2.7,24,9,25.9,17.6
2001-03-25,86,0,13.3,-3.1,72,8,27.0,2.8
2001-03-26,73,0,11.3,7.3,77,38,22.0,11.8
2001-03-27,49,0,11.7,5.1,81,31,15.5,7.0
2001-03-28,100,42,12.0,6.2,95,30,10.4,6.2
2001-03-29,97,3,12.3,7.4,90,39,9.4,4.3
2001-03-30,98,6,12.3,0.7,92,33,7.2,3.6
2001-03-31,100,4,10.7,4.5,86,50,34.9,18.7
2001-04-01,99,0,12.2,8.3,90,47,23.8,11.6
2001-04-02,61,0,10.0,6.1,90,46,15.5,9.3
2001-04-03,67,0,10.8,7.0,92,46,11.5,7.6
2001-04-04,38,0,11.0,8.0,95,38,12.2,6.6
2001-04-05,54,0,12.9,8.9,86,40,8.3,3.5
2001-04-06,41,0,12.1,9.2,88,41,13.3,6.8
2001-04-07,91,0,12.9,8.3,90,29,13.0,4.9
2001-04-08,97,9,13.6,4.1,80,34,24.1,12.0
2001-04-09,70,0,7.0,3.6,68,32,38.5,21.1
2001-04-10,59,0,8.7,4.7,78,30,25.9,15.0
2001-04-11,100,0,8.1,3.3,80,27,11.5,7.3
2001-04-12,76,2,8.5,1.4,75,28,23.0,11.5
2001-04-13,99,0,9.4,5.9,82,38,24.8,13.5
2001-04-14,71,0,10.6,3.8,76,32,7.6,1.1
2001-04-15,84,0,6.9,4.0,71,38,12.2,5.3
2001-04-16,9,0,8.8,5.4,90,39,7.2,3.1
2001-04-17,19,0,10.4,5.3,92,29,12.2,1.1
2001-04-18,99,31,12.9,1.7,92,18,12.2,2.8
2001-04-19,99,2,13.0,7.6,89,42,16.6,5.7
2001-04-20,87,0,11.9,8.3,94,39,9.4,2.9
2001-04-21,97,2,11.2,5.8,91,45,21.6,4.6
2001-04-22,80,0,5.1,-2.2,74,24,23.8,13.0
2001-04-23,64,0,9.0,3.3,75,32,13.0,7.6
2001-04-24,100,0,13.1,8.8,85,39,13.0,3.0
2001-04-25,100,4,13.2,8.7,95,32,9.4,4.7
2001-04-26,100,0,14.2,11.7,96,45,6.8,1.8
2001-04-27,96,0,14.2,7.5,99,33,5.4,5.2
2001-04-28,100,61,13.7,11.8,88,57,14.0,8.7
2001-04-29,100,0,13.6,10.0,95,50,9.4,6.6
2001-04-30,48,0,14.4,10.6,98,42,7.9,5.0
2001-05-01,99,0,14.7,11.6,100,46,7.2,3.6
2001-05-02,80,0,13.9,11.4,85,45,15.8,5.5
2001-05-03,76,0,14.1,11.4,89,50,22.3,12.7
2001-05-04,97,1,13.2,9.0,91,48,25.2,15.0
2001-05-05,98,0,11.7,6.2,94,38,11.5,7.4
2001-05-06,74,1,12.3,8.5,89,40,8.3,1.8
2001-05-07,100,0,13.1,9.3,88,43,4.7,2.6
2001-05-08,14,0,13.1,9.0,90,41,11.9,7.6
2001-05-09,100,0,13.7,10.1,97,44,9.7,2.1
2001-05-10,100,32,15.8,13.6,95,69,12.2,6.9
2001-05-11,100,4,14.1,12.3,95,64,11.9,5.1
2001-05-12,45,2,15.3,12.0,95,50,6.1,2.9
2001-05-13,18,0,13.7,10.2,93,40,16.2,8.9
2001-05-14,98,6,13.0,7.5,97,35,5.4,1.9
2001-05-15,87,0,14.6,12.5,85,37,17.6,9.9
2001-05-16,78,0,16.5,11.8,87,25,13.7,7.9
2001-05-17,100,3,13.9,7.9,66,19,18.0,9.4
2001-05-18,100,47,14.8,4.9,64,15,21.2,5.1
2001-05-19,100,77,16.4,14.8,91,49,12.6,7.4
2001-05-20,100,99,16.7,10.2,85,31,9.4,1.4
2001-05-21,100,1,16.6,15.4,88,53,25.9,8.2
2001-05-22,100,0,15.8,13.5,84,44,10.1,2.5
2001-05-23,100,0,15.7,13.2,91,47,6.1,2.4
2001-05-24,71,0,15.6,13.9,90,51,10.8,4.7
2001-05-25,54,0,15.2,10.0,89,37,8.3,5.4
2001-05-26,89,0,16.7,13.6,86,49,9.0,4.8
2001-05-27,59,0,16.6,13.8,94,50,10.4,7.1
2001-05-28,5,0,15.8,11.8,87,39,7.2,2.8
2001-05-29,25,0,15.6,10.3,96,33,3.6,1.8
2001-05-30,56,0,15.5,10.4,97,31,7.9,4.7
2001-05-31,0,0,16.4,10.1,91,30,13.3,5.7
2001-06-01,25,0,16.8,13.1,98,35,4.3,1.1
2001-06-02,38,0,15.0,7.3,75,27,7.6,5.1
2001-06-03,20,0,15.3,12.0,80,31,9.7,1.8
2001-06-04,11,0,16.8,12.0,83,40,9.7,5.9
2001-06-05,9,0,14.6,10.9,85,36,4.3,0.8
2001-06-06,84,0,16.0,13.0,81,32,12.6,5.4
2001-06-07,4,0,15.9,11.8,71,37,8.6,6.1
2001-06-08,0,0,17.8,12.1,87,37,14.8,9.1
2001-06-09,46,0,18.2,12.6,96,32,23.8,15.1
2001-06-10,8,0,18.4,12.6,90,29,20.5,13.1
2001-06-11,9,0,18.9,15.4,96,47,6.1,2.5
2001-06-12,93,0,18.7,13.2,99,40,9.4,5.4
2001-06-13,72,0,18.0,14.4,95,47,13.7,4.1
2001-06-14,1,0,14.8,11.9,77,37,18.4,9.6
2001-06-15,0,0,15.2,8.2,89,25,11.2,1.8
2001-06-16,82,0,15.7,11.0,70,24,8.3,1.1
2001-06-17,98,0,16.5,13.2,80,38,7.6,1.9
2001-06-18,85,0,14.8,9.9,65,35,24.1,15.2
2001-06-19,34,0,15.4,8.4,67,29,19.8,6.6
2001-06-20,28,0,15.6,9.6,77,33,10.4,2.6
2001-06-21,2,0,15.4,8.8,86,29,7.6,4.3
2001-06-22,3,0,16.1,10.4,88,27,11.9,5.2
2001-06-23,0,0,16.5,13.5,83,30,11.9,7.4
2001-06-24,0,0,16.6,10.4,83,23,8.3,3.9
2001-06-25,4,0,18.2,11.8,87,29,6.8,2.9
2001-06-26,25,0,18.3,11.1,94,27,4.7,1.9
2001-06-27,0,0,18.7,10.5,90,23,14.0,8.3
2001-06-28,50,0,20.9,13.8,85,33,6.8,3.6
2001-06-29,2,0,20.7,13.1,86,35,18.0,10.1
2001-06-30,2,0,18.9,15.4,82,47,15.5,9.1
2001-07-01,0,0,18.9,14.1,89,35,9.0,1.8
2001-07-02,1,0,19.1,10.4,79,26,6.1,3.8
2001-07-03,12,0,19.7,14.8,88,38,13.3,6.1
2001-07-04,96,0,20.7,15.8,98,36,5.8,5.4
2001-07-05,96,0,21.8,19.2,91,42,14.0,9.3
2001-07-06,60,0,21.9,17.4,94,34,10.4,5.7
2001-07-07,57,10,21.9,19.7,92,48,10.1,2.5
2001-07-08,68,0,21.9,15.1,96,36,14.4,7.9
2001-07-09,18,0,19.4,12.7,88,30,6.1,4.3
2001-07-10,100,0,21.6,18.1,85,42,9.0,4.3
2001-07-11,4,0,19.2,14.5,78,34,27.4,12.5
2001-07-12,0,0,18.4,15.1,75,35,16.9,9.8
2001-07-13,27,0,19.3,13.4,76,27,11.2,3.2
2001-07-14,52,0,20.5,18.0,78,37,11.2,5.4
2001-07-15,96,0,22.0,19.4,86,38,11.2,5.5
2001-07-16,58,0,22.6,19.8,92,51,14.4,4.0
2001-07-17,48,0,22.0,12.3,86,33,15.5,7.6
2001-07-18,0,0,18.5,11.6,89,27,7.6,2.7
2001-07-19,26,0,20.8,15.5,92,29,12.6,7.6
2001-07-20,5,0,17.9,11.3,67,33,31.3,18.4
2001-07-21,9,0,16.1,10.7,73,32,14.4,6.2
2001-07-22,0,0,17.3,14.5,83,38,9.0,3.4
2001-07-23,1,0,19.2,17.2,90,45,8.3,1.9
2001-07-24,61,0,21.0,16.2,89,31,17.6,9.1
2001-07-25,100,0,21.2,18.9,90,47,7.6,4.0
2001-07-26,21,0,19.4,16.8,82,42,22.3,9.5
2001-07-27,1,0,20.1,15.1,92,36,9.4,6.0
2001-07-28,54,0,20.1,13.3,98,30,5.8,4.2
2001-07-29,68,0,22.6,18.1,97,38,10.8,4.5
2001-07-30,61,0,21.6,12.9,97,26,4.0,2.9
2001-07-31,0,0,19.2,15.2,76,35,9.4,7.4
2001-08-01,1,0,20.9,13.8,86,32,11.9,7.0
2001-08-02,0,0,21.4,14.1,94,30,7.2,2.6
2001-08-03,24,0,21.6,13.6,97,28,8.6,4.4
2001-08-04,0,0,20.3,13.4,90,25,14.4,9.1
2001-08-05,16,0,22.3,12.0,81,23,15.1,2.2
2001-08-06,29,0,22.0,12.5,77,29,14.0,9.7
2001-08-07,4,0,18.7,15.2,69,38,25.6,11.9
2001-08-08,0,0,20.4,13.7,81,31,10.1,5.5
2001-08-09,24,0,20.5,13.5,97,29,5.8,2.9
2001-08-10,17,0,20.7,13.3,90,24,12.6,6.6
2001-08-11,0,0,20.9,12.9,76,28,15.1,8.8
2001-08-12,2,0,16.4,13.3,71,41,25.2,13.7
2001-08-13,11,0,17.5,14.7,80,42,10.1,5.2
2001-08-14,62,0,18.1,12.8,87,33,8.6,3.8
2001-08-15,1,0,19.4,14.5,91,39,4.7,0.0
2001-08-16,3,0,20.7,17.2,91,42,6.8,2.5
2001-08-17,98,0,20.8,14.9,94,33,13.7,7.2
2001-08-18,97,6,20.2,17.5,75,37,9.7,3.7
2001-08-19,100,0,21.7,14.2,79,29,15.5,6.8
2001-08-20,99,0,23.0,18.7,87,36,9.7,1.8
2001-08-21,100,0,22.9,18.3,89,44,25.6,11.9
2001-08-22,0,0,19.7,13.9,75,33,21.6,10.7
2001-08-23,27,0,20.8,16.3,85,41,15.1,7.2
2001-08-24,41,0,21.0,16.1,91,42,8.3,3.3
2001-08-25,37,1,22.1,16.7,97,41,5.0,1.4
2001-08-26,100,0,22.2,16.8,99,41,5.0,1.5
2001-08-27,21,0,21.5,16.7,98,37,8.6,5.8
2001-08-28,8,0,22.0,17.7,95,41,6.1,3.6
2001-08-29,25,0,21.1,14.6,95,29,7.9,0.8
2001-08-30,100,0,19.4,16.1,70,33,4.3,1.9
2001-08-31,100,10,21.2,17.6,82,35,6.5,0.7
2001-09-01,98,8,24.0,20.8,89,47,3.2,1.1
2001-09-02,75,2,24.3,16.7,97,50,10.4,4.4
2001-09-03,42,0,17.8,15.7,79,46,12.6,3.7
2001-09-04,71,0,20.0,16.0,90,36,7.6,1.9
2001-09-05,15,0,19.8,13.5,76,39,15.8,5.8
2001-09-06,59,0,17.5,13.1,67,37,12.2,5.2
2001-09-07,100,8,21.5,17.7,90,49,7.2,1.1
2001-09-08,59,0,19.0,13.4,81,37,18.4,10.6
2001-09-09,13,0,20.0,11.5,77,31,15.1,5.0
2001-09-10,20,0,20.8,16.1,93,47,9.4,2.5
2001-09-11,22,0,18.8,11.3,81,36,11.2,6.4
2001-09-12,100,0,15.7,12.4,69,36,9.4,4.8
2001-09-13,57,1,17.3,13.4,78,44,7.9,1.9
2001-09-14,100,0,20.1,16.0,89,37,13.3,7.4
2001-09-15,85,0,20.1,15.3,84,46,9.7,5.6
2001-09-16,51,0,17.6,13.8,70,43,16.9,3.7
2001-09-17,72,0,16.2,12.9,69,41,13.0,5.6
2001-09-18,92,0,18.8,15.8,88,49,9.7,1.3
2001-09-19,99,25,19.0,16.6,87,55,16.2,5.3
2001-09-20,98,13,22.3,19.2,89,57,10.8,1.8
2001-09-21,91,13,22.2,20.8,95,61,8.6,2.1
2001-09-22,97,23,22.1,20.1,93,57,12.6,5.9
2001-09-23,98,12,23.6,21.0,95,46,16.2,2.5
2001-09-24,88,1,22.4,16.5,91,49,20.9,12.3
2001-09-25,60,0,19.4,15.7,80,46,14.8,8.7
2001-09-26,98,5,19.1,16.0,86,50,14.8,7.4
2001-09-27,100,6,17.7,13.8,81,45,8.3,4.0
2001-09-28,79,0,21.5,16.6,88,49,9.0,1.8
2001-09-29,100,70,22.8,21.1,95,61,12.2,6.9
2001-09-30,100,34,22.3,20.0,94,59,12.2,2.3
2001-10-01,100,16,21.6,19.4,95,65,10.1,5.5
2001-10-02,75,0,20.7,17.7,98,52,8.3,4.9
2001-10-03,100,0,21.2,18.7,99,50,9.7,4.9
2001-10-04,73,0,21.9,18.2,97,45,13.3,4.6
2001-10-05,100,1,21.8,16.9,96,36,16.2,9.5
2001-10-06,98,39,22.3,13.4,90,25,15.5,0.4
2001-10-07,76,19,22.5,19.4,98,57,16.2,9.7
2001-10-08,99,0,20.5,17.9,90,55,13.7,7.2
2001-10-09,100,0,22.1,16.5,99,44,4.7,1.3
2001-10-10,100,0,22.7,21.3,98,64,7.6,1.9
2001-10-11,100,0,21.8,19.7,100,55,6.8,0.0
2001-10-12,78,0,21.3,17.3,95,53,14.8,8.6
2001-10-13,83,0,19.5,16.4,92,50,10.4,6.1
2001-10-14,99,0,19.4,15.5,99,47,9.4,1.3
2001-10-15,100,0,19.1,15.8,98,49,4.7,0.8
2001-10-16,100,14,18.3,16.0,91,56,6.1,1.8
2001-10-17,99,28,18.2,15.4,94,53,9.7,0.8
2001-10-18,40,5,19.8,17.9,96,57,8.3,5.9
2001-10-19,53,0,20.3,18.4,93,54,15.8,10.6
2001-10-20,37,0,21.0,17.4,92,44,20.9,13.1
2001-10-21,77,0,20.0,13.7,85,40,15.1,7.9
2001-10-22,52,0,20.6,17.9,95,53,10.8,4.2
2001-10-23,100,0,21.0,19.7,99,57,4.7,0.8
2001-10-24,97,0,20.1,14.2,100,49,7.6,4.8
2001-10-25,13,0,13.6,10.5,69,39,25.2,13.3
2001-10-26,3,0,14.4,9.0,81,36,11.2,4.6
2001-10-27,53,0,17.0,13.0,90,44,9.0,5.4
2001-10-28,87,16,18.4,16.0,92,54,16.2,8.6
2001-10-29,82,8,18.1,16.6,97,66,9.4,2.9
2001-10-30,31,1,17.3,14.2,96,54,8.6,0.4
2001-10-31,77,1,16.5,12.8,98,47,8.3,1.6
2001-11-01,16,0,16.2,12.9,86,45,15.5,8.7
2001-11-02,52,2,16.2,13.4,92,53,14.4,8.4
2001-11-03,85,10,15.8,11.7,89,63,26.6,14.8
2001-11-04,94,10,12.8,7.6,78,48,20.5,13.7
2001-11-05,55,0,12.8,9.4,82,44,8.6,3.6
2001-11-06,100,0,15.7,9.6,84,37,11.9,0.5
2001-11-07,96,3,15.9,12.4,92,48,15.1,8.1
2001-11-08,75,0,12.8,8.8,86,41,9.4,3.5
2001-11-09,85,0,13.3,6.5,81,30,18.0,6.5
2001-11-10,100,12,13.3,6.9,63,38,20.2,12.0
2001-11-11,74,0,11.0,-1.4,44,20,33.8,19.8
2001-11-12,100,0,14.0,2.4,95,29,11.5,0.4
2001-11-13,99,0,10.1,4.6,85,36,17.6,10.4
2001-11-14,33,0,8.7,5.0,79,37,15.8,8.4
2001-11-15,3,0,11.5,3.2,79,29,15.5,9.4
2001-11-16,91,0,15.6,11.4,93,58,7.6,3.6
2001-11-17,43,15,15.3,13.4,86,56,16.9,10.2
2001-11-18,90,10,17.4,15.5,96,62,10.4,6.2
2001-11-19,100,17,16.8,12.6,97,58,10.8,3.9
2001-11-20,100,0,15.3,6.6,93,44,20.2,10.9
2001-11-21,99,2,11.4,8.9,86,53,5.4,2.3
2001-11-22,100,10,14.7,9.7,93,57,9.4,2.3
2001-11-23,96,0,14.0,7.5,97,50,10.1,5.4
2001-11-24,83,10,8.7,3.1,72,45,11.2,6.4
2001-11-25,90,27,8.5,4.6,80,46,7.2,2.9
2001-11-26,93,3,10.3,7.3,82,48,13.3,6.8
2001-11-27,100,0,10.3,5.7,94,46,7.6,3.7
2001-11-28,100,0,9.3,5.5,74,46,14.8,8.2
2001-11-29,49,0,8.0,6.0,75,46,34.9,20.5
2001-11-30,88,3,8.8,5.7,79,43,27.4,16.6
2001-12-01,99,49,12.8,6.3,82,60,26.3,13.6
2001-12-02,92,38,12.7,10.6,92,59,7.6,3.6
2001-12-03,88,4,12.4,10.6,92,59,6.1,1.4
2001-12-04,51,1,11.9,9.2,96,52,8.3,5.2
2001-12-05,100,8,11.0,8.2,85,47,18.7,12.1
2001-12-06,94,7,11.0,8.7,80,47,34.2,20.0
2001-12-07,55,20,11.1,7.5,77,57,22.7,14.1
2001-12-08,69,21,8.7,5.9,90,56,22.7,14.0
2001-12-09,84,16,10.4,5.9,93,68,22.7,13.1
2001-12-10,70,0,8.2,3.8,92,49,18.4,8.7
2001-12-11,31,1,5.7,3.1,79,46,24.5,16.5
2001-12-12,100,0,5.0,2.2,87,44,19.8,12.6
2001-12-13,76,0,6.2,3.6,79,45,11.9,6.4
2001-12-14,1,0,4.2,-0.7,76,32,6.5,5.7
2001-12-15,60,0,8.1,3.9,94,40,13.7,4.0
2001-12-16,99,0,7.3,1.8,67,39,29.9,13.9
2001-12-17,82,8,7.9,0.9,83,44,34.9,19.2
2001-12-18,99,19,3.0,0.3,67,43,23.4,9.9
2001-12-19,100,43,3.1,-0.9,70,39,13.3,8.3
2001-12-20,100,71,10.6,2.2,94,60,8.6,0.7
2001-12-21,100,36,8.3,6.1,91,58,16.9,10.2
2001-12-22,52,0,6.7,2.8,97,41,10.4,4.2
2001-12-23,93,0,7.5,4.9,87,48,23.8,11.9
2001-12-24,100,0,10.4,6.4,91,40,28.8,11.2
2001-12-25,100,78,9.0,3.8,88,56,5.4,1.3
2001-12-26,100,12,7.5,4.0,92,52,11.9,6.2
2001-12-27,55,6,4.5,2.1,75,48,24.8,14.3
2001-12-28,85,0,5.3,2.1,72,51,19.8,12.6
2001-12-29,100,0,4.3,1.6,83,36,14.4,6.6
2001-12-30,94,0,5.7,1.5,75,31,12.2,7.0
2001-12-31,95,2,8.7,4.4,82,33,5.0,3.4
2002-01-01,75,5,10.7,1.7,86,45,28.4,16.5
2002-01-02,100,44,8.1,1.7,78,58,17.6,8.7
2002-01-03,100,56,10.7,6.3,86,52,20.5,8.9
2002-01-04,100,26,7.0,-1.3,70,46,29.9,15.5
2002-01-05,94,53,0.7,-1.2,57,40,16.6,11.0
2002-01-06,85,26,3.1,0.3,68,47,21.2,11.9
2002-01-07,40,0,2.7,-2.7,75,32,12.6,7.1
2002-01-08,4,0,6.5,-0.8,89,37,13.7,8.4
2002-01-09,81,1,8.2,4.1,97,47,10.8,2.6
2002-01-10,70,0,8.0,3.4,96,42,10.1,5.6
2002-01-11,29,0,7.4,3.9,96,42,10.8,4.0
2002-01-12,90,0,9.1,5.9,97,55,8.6,2.9
2002-01-13,92,7,7.7,5.2,89,53,15.1,8.7
2002-01-14,100,6,7.2,1.7,91,37,7.6,0.4
2002-01-15,95,21,8.0,4.0,80,60,5.8,2.5
2002-01-16,99,5,7.1,2.9,93,40,7.2,4.8
2002-01-17,97,6,7.6,5.1,89,61,22.0,13.4
2002-01-18,60,1,6.0,3.3,87,48,12.2,7.4
2002-01-19,52,0,7.0,3.1,98,44,7.6,2.3
2002-01-20,97,1,6.5,4.6,92,50,11.5,6.9
2002-01-21,37,0,7.0,3.7,88,43,7.2,2.8
2002-01-22,7,0,7.9,2.4,91,34,7.6,1.8
2002-01-23,87,0,9.4,2.3,91,35,9.0,4.9
2002-01-24,93,0,9.1,5.7,91,44,19.1,8.6
2002-01-25,57,1,7.1,4.2,73,41,18.4,12.2
2002-01-26,95,2,9.3,6.6,84,52,12.6,7.4
2002-01-27,44,0,9.0,7.0,91,50,7.2,4.6
2002-01-28,10,0,7.7,1.8,96,29,9.4,6.4
2002-01-29,32,0,10.6,5.0,97,47,10.4,5.8
2002-01-30,100,0,10.2,7.7,100,54,7.2,2.8
2002-01-31,63,0,11.1,8.4,96,45,11.5,4.7
2002-02-01,74,1,10.3,6.6,95,44,13.7,7.6
2002-02-02,81,4,9.3,8.2,91,58,18.4,9.7
2002-02-03,91,1,10.1,7.8,99,52,13.3,4.6
2002-02-04,100,0,10.0,6.1,100,47,11.9,3.4
2002-02-05,100,0,9.3,4.7,94,42,11.2,2.5
2002-02-06,100,6,7.4,3.9,81,35,15.8,8.7
2002-02-07,96,4,7.2,3.3,87,44,16.9,7.0
2002-02-08,100,13,10.5,5.5,88,67,23.0,13.8
2002-02-09,96,0,10.2,5.0,91,46,18.0,11.2
2002-02-10,32,0,8.1,4.5,88,38,16.6,10.9
2002-02-11,21,0,8.7,6.1,85,45,17.3,10.6
2002-02-12,16,0,10.4,6.5,94,47,13.0,6.2
2002-02-13,58,0,10.3,5.2,99,37,12.2,1.3
2002-02-14,23,0,8.8,-1.9,85,23,10.4,6.8
2002-02-15,46,0,11.8,-2.1,94,31,17.3,10.1
2002-02-16,88,0,13.3,10.7,97,62,15.5,9.5
2002-02-17,100,65,12.0,10.3,99,50,13.0,3.4
2002-02-18,100,12,12.1,9.0,88,60,10.8,6.0
2002-02-19,100,5,8.7,4.8,81,50,37.1,21.1
2002-02-20,94,8,5.4,2.1,70,38,25.6,15.2
2002-02-21,100,0,6.6,-3.7,83,22,15.8,9.0
2002-02-22,100,11,5.2,0.5,70,53,23.4,13.4
2002-02-23,100,0,6.6,4.0,80,42,19.8,12.7
2002-02-24,66,0,8.2,3.0,77,35,20.2,13.0
2002-02-25,28,0,10.3,6.5,89,42,16.2,7.6
2002-02-26,66,0,10.4,5.6,96,34,11.2,2.5
2002-02-27,96,0,6.3,0.7,72,25,12.6,4.2
2002-02-28,100,0,6.5,-0.9,54,22,13.0,1.3
2002-03-01,100,3,3.4,-3.4,38,15,22.0,13.7
2002-03-02,85,0,5.4,-3.2,60,15,15.1,9.3
2002-03-03,64,0,11.6,-2.7,86,23,15.8,2.6
2002-03-04,99,0,11.9,0.2,90,25,6.1,1.9
2002-03-05,91,0,9.5,-3.7,73,16,10.8,9.4
2002-03-06,100,9,10.8,5.8,84,43,11.5,4.8
2002-03-07,100,0,11.0,6.1,91,43,18.7,11.0
2002-03-08,80,1,10.0,7.9,92,54,31.3,17.2
2002-03-09,100,4,10.2,6.4,85,45,20.5,10.2
2002-03-10,100,1,9.1,6.1,84,45,16.6,8.7
2002-03-11,67,0,9.6,6.6,82,40,12.2,4.4
2002-03-12,100,0,10.2,6.6,94,35,6.5,2.2
2002-03-13,100,0,9.4,2.1,69,21,21.2,14.2
2002-03-14,100,0,13.5,7.8,98,44,3.6,2.2
2002-03-15,100,1,13.2,9.6,99,58,19.4,10.1
2002-03-16,99,1,13.7,10.1,94,55,22.3,13.1
2002-03-17,100,40,13.7,11.1,97,60,9.7,8.9
2002-03-18,100,15,12.7,10.8,98,61,12.6,7.4
2002-03-19,98,0,11.0,9.1,91,46,14.4,6.9
2002-03-20,23,0,10.3,8.1,75,38,20.5,13.2
2002-03-21,0,0,9.5,6.5,68,32,21.2,13.0
2002-03-22,0,0,7.8,6.1,60,30,19.4,11.9
2002-03-23,50,0,9.1,4.5,71,37,33.8,16.9
2002-03-24,99,11,8.9,-0.5,72,39,26.3,13.0
2002-03-25,85,0,2.4,-1.1,59,31,20.5,7.3
2002-03-26,82,0,3.9,0.7,72,33,10.1,6.5
2002-03-27,5,0,5.3,-1.8,81,26,10.4,6.0
2002-03-28,100,0,8.0,4.0,84,42,9.4,5.9
2002-03-29,100,48,11.4,8.2,90,67,24.5,13.4
2002-03-30,100,4,10.0,8.2,92,59,8.6,5.5
2002-03-31,100,9,10.7,7.1,95,57,4.0,1.1
2002-04-01,100,16,11.1,7.5,92,53,9.0,5.4
2002-04-02,100,10,12.7,10.5,90,63,13.7,5.1
2002-04-03,72,1,13.5,11.0,94,57,10.1,0.8
2002-04-04,97,0,12.4,-1.4,96,21,11.5,4.6
2002-04-05,71,0,8.5,6.1,72,41,15.1,8.7
2002-04-06,68,0,9.2,2.8,88,23,12.2,6.0
2002-04-07,80,0,12.7,7.1,88,37,14.4,9.2
2002-04-08,5,0,13.6,12.3,93,49,13.0,7.7
2002-04-09,100,0,13.8,12.0,100,58,6.5,3.7
2002-04-10,88,1,13.5,10.9,99,48,5.0,1.9
2002-04-11,95,0,13.8,5.1,92,26,13.3,6.5
2002-04-12,72,0,11.3,-1.0,76,13,16.6,12.1
2002-04-13,99,0,10.5,-1.7,89,14,10.1,6.4
2002-04-14,100,18,11.5,9.8,86,56,18.4,8.4
2002-04-15,64,0,11.5,4.9,89,35,23.0,12.6
2002-04-16,98,12,14.1,6.5,94,42,7.2,1.0
2002-04-17,91,1,12.7,6.5,93,43,7.9,4.7
2002-04-18,48,0,9.7,6.0,87,44,6.5,4.2
2002-04-19,100,0,10.7,6.1,93,40,6.8,1.1
2002-04-20,99,0,10.7,6.0,93,34,9.4,4.9
2002-04-21,100,1,10.4,4.0,84,36,11.5,6.3
2002-04-22,95,19,9.9,6.7,81,53,14.4,5.7
2002-04-23,88,2,12.7,8.5,95,49,18.0,9.7
2002-04-24,45,1,12.0,8.9,94,47,8.3,5.1
2002-04-25,100,0,12.7,5.9,95,37,10.1,4.4
2002-04-26,21,0,12.0,7.3,94,40,11.2,2.3
2002-04-27,16,0,11.0,6.9,94,28,11.2,6.7
2002-04-28,91,0,13.4,10.3,82,39,12.2,4.8
2002-04-29,77,0,13.9,4.3,77,16,13.0,3.3
2002-04-30,21,0,14.6,10.9,93,42,10.8,6.2
2002-05-01,100,0,15.4,12.4,100,40,2.5,1.5
2002-05-02,100,0,15.8,14.0,91,49,7.9,2.7
2002-05-03,94,0,16.5,14.5,95,54,15.8,3.6
2002-05-04,79,0,15.4,8.1,91,43,36.0,22.1
2002-05-05,99,0,10.9,5.9,75,38,19.8,11.2
2002-05-06,100,40,15.1,11.1,94,78,13.0,2.5
2002-05-07,100,53,17.0,15.2,96,72,25.2,11.8
2002-05-08,92,5,15.2,13.3,98,53,14.4,5.7
2002-05-09,99,5,14.2,10.8,96,52,9.0,6.5
2002-05-10,100,0,14.9,9.6,85,58,13.3,2.3
2002-05-11,43,0,14.8,9.3,89,42,13.0,2.3
2002-05-12,100,0,15.0,8.6,96,40,13.7,6.4
2002-05-13,1,0,14.7,10.2,86,44,15.8,1.3
2002-05-14,14,0,15.3,10.8,91,56,8.3,2.4
2002-05-15,0,0,12.5,8.3,91,36,7.2,2.0
2002-05-16,57,0,14.5,10.2,91,38,5.8,4.5
2002-05-17,23,0,14.8,8.9,96,33,10.1,6.4
2002-05-18,100,0,16.9,13.7,93,45,13.3,6.2
2002-05-19,68,0,16.3,8.5,86,33,17.6,10.5
2002-05-20,1,0,12.5,7.8,70,32,16.2,2.2
2002-05-21,100,0,14.3,9.6,90,31,14.4,6.5
2002-05-22,100,0,16.7,14.2,91,46,10.8,7.4
2002-05-23,99,0,16.8,11.7,91,52,19.1,3.1
2002-05-24,98,0,12.8,6.0,76,29,37.4,21.5
2002-05-25,1,0,10.2,6.6,56,29,25.6,14.1
2002-05-26,83,0,12.8,6.6,65,27,13.0,4.1
2002-05-27,45,0,16.5,12.0,84,37,12.2,6.8
2002-05-28,99,0,14.1,7.3,76,35,10.1,5.7
2002-05-29,99,0,13.7,8.7,81,35,8.3,4.9
2002-05-30,27,0,14.3,9.1,94,32,6.8,2.2
2002-05-31,96,0,15.5,10.6,91,35,3.2,1.1
2002-06-01,89,0,16.3,10.9,97,35,3.6,2.1
2002-06-02,49,0,17.2,11.5,99,37,7.9,5.6
2002-06-03,100,0,16.6,9.4,98,30,8.3,5.4
2002-06-04,99,0,15.8,8.9,88,27,19.1,12.3
2002-06-05,80,0,16.6,14.1,81,39,13.7,1.4
2002-06-06,100,0,16.7,11.4,80,37,28.8,14.1
2002-06-07,100,1,14.9,11.8,76,46,15.8,5.0
2002-06-08,100,0,15.2,9.5,86,34,13.0,5.6
2002-06-09,100,0,16.2,11.4,82,57,11.5,6.1
2002-06-10,0,0,15.3,8.8,79,32,8.3,5.2
2002-06-11,0,0,15.2,8.9,88,31,7.2,2.7
2002-06-12,2,0,15.5,8.7,92,32,7.2,1.3
